Date,BKNG,PDD,DDOG,SNPS,SMCI,WDAY,NVDA,MU,MELI,MDB
2024-07-25 15:30:00-04:00,0.1111111111111111,-0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
2024-07-26 09:30:00-04:00,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
2024-07-26 10:30:00-04:00,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333
2024-07-26 12:30:00-04:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-26 14:30:00-04:00,-0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,-0.3333333333333333,0.0
2024-07-26 15:30:00-04:00,-0.16666666666666666,0.0,0.16666666666666666,-0.16666666666666666,0.0,-0.16666666666666666,0.0,0.0,0.16666666666666666,-0.16666666666666666
2024-07-29 09:30:00-04:00,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0
2024-07-29 10:30:00-04:00,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0
2024-07-29 11:30:00-04:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-29 14:30:00-04:00,-0.5,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0
2024-07-29 15:30:00-04:00,0.14285714285714285,-0.14285714285714285,-0.14285714285714285,-0.14285714285714285,0.0,-0.14285714285714285,0.0,0.0,-0.14285714285714285,-0.14285714285714285
2024-07-30 09:30:00-04:00,0.1,0.1,0.1,0.1,-0.1,0.1,0.1,0.1,0.1,0.1
2024-07-30 10:30:00-04:00,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285
2024-07-30 11:30:00-04:00,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0
2024-07-30 12:30:00-04:00,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.0
2024-07-30 13:30:00-04:00,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,-0.3333333333333333,0.0
2024-07-30 14:30:00-04:00,-0.2,0.0,0.2,0.2,0.0,-0.2,0.2,0.0,0.0,0.0
2024-07-30 15:30:00-04:00,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,-0.1111111111111111,0.1111111111111111,0.1111111111111111,-0.1111111111111111,-0.1111111111111111
2024-07-31 09:30:00-04:00,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2024-07-31 10:30:00-04:00,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666
2024-07-31 11:30:00-04:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-07-31 13:30:00-04:00,0.16666666666666666,0.0,-0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,-0.16666666666666666,0.0
2024-07-31 14:30:00-04:00,0.1111111111111111,-0.1111111111111111,-0.1111111111111111,0.1111111111111111,-0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,-0.1111111111111111
