Date_str,Date,Mkt-RF,SMB,HML,RF
19280221,1928-02-21,1.06,0.41,0.22,0.014
19280223,1928-02-23,0.23,0.08,-0.13,0.014
19280224,1928-02-24,0.34,-0.31,0.46,0.014
19280225,1928-02-25,0.11,-0.16,0.73,0.014
19280227,1928-02-27,-0.49,0.05,-0.27,0.014
19280228,1928-02-28,0.35,0.02,0.38,0.014
19280229,1928-02-29,0.57,0.27,-0.24,0.014
19280301,1928-03-01,0.25,-0.1,-0.16,0.011
19280302,1928-03-02,0.07,0.02,-0.69,0.011
19280303,1928-03-03,0.49,-0.01,-0.62,0.011
19280305,1928-03-05,0.66,-0.09,0.1,0.011
19280306,1928-03-06,0.39,0.25,-0.15,0.011
19280307,1928-03-07,-0.43,0.22,-0.09,0.011
19280308,1928-03-08,0.42,-0.03,0.56,0.011
19280309,1928-03-09,1.23,-0.58,-0.37,0.011
19280310,1928-03-10,-0.27,-0.38,-0.08,0.011
19280312,1928-03-12,0.41,-0.18,-0.05,0.011
19280313,1928-03-13,-0.3,0.04,-0.05,0.011
19280314,1928-03-14,0.13,-0.02,0.49,0.011
19280315,1928-03-15,0.72,-0.43,0.23,0.011
19280316,1928-03-16,0.93,-0.57,0.22,0.011
19280317,1928-03-17,0.19,0.01,0.48,0.011
19280319,1928-03-19,0.14,1.21,-0.75,0.011
19280320,1928-03-20,0.42,0.38,-0.2,0.011
19280321,1928-03-21,0.86,0.15,0.48,0.011
19280322,1928-03-22,-0.36,-0.3,-0.37,0.011
19280323,1928-03-23,0.75,-0.38,-0.67,0.011
19280324,1928-03-24,0.07,-0.45,-0.06,0.011
19280326,1928-03-26,0.95,0.09,-0.27,0.011
19280327,1928-03-27,-0.33,-0.25,1.09,0.011
19280328,1928-03-28,0.03,0.48,0.02,0.011
19280329,1928-03-29,0.19,0.27,0.41,0.011
19280330,1928-03-30,1.49,-0.07,-0.7,0.011
19280331,1928-03-31,-0.57,0.44,0.14,0.011
19280402,1928-04-02,-0.87,0.71,0.51,0.01
19280403,1928-04-03,0.6,0.26,-0.38,0.01
19280404,1928-04-04,-0.07,0.42,0.13,0.01
19280405,1928-04-05,1.13,-0.26,0.26,0.01
19280409,1928-04-09,0.34,0.98,0.14,0.01
19280410,1928-04-10,-0.73,0.33,-0.21,0.01
19280411,1928-04-11,1.41,0.02,0.96,0.01
19280412,1928-04-12,-0.25,0.54,-0.44,0.01
19280413,1928-04-13,1.4,0.05,-0.54,0.01
19280414,1928-04-14,-0.44,0.1,-0.19,0.01
19280416,1928-04-16,0.52,-0.3,0.24,0.01
19280417,1928-04-17,-0.68,0.15,-0.27,0.01
19280418,1928-04-18,0.02,0.19,-0.12,0.01
19280419,1928-04-19,0.58,0.62,0.63,0.01
19280420,1928-04-20,-1.33,0.03,0.12,0.01
19280423,1928-04-23,-0.73,-0.01,0.32,0.01
19280424,1928-04-24,0.36,0.03,0,0.01
19280425,1928-04-25,0.73,-0.07,1.47,0.01
19280426,1928-04-26,0.63,0.14,0.61,0.01
19280427,1928-04-27,1.04,-0.13,0.46,0.01
19280428,1928-04-28,0.5,-0.17,-0.06,0.01
19280430,1928-04-30,0.06,0.24,-0.54,0.01
19280501,1928-05-01,0.26,0.18,0.47,0.015
19280502,1928-05-02,0.08,0.36,-0.21,0.015
19280503,1928-05-03,0.39,0.22,-0.71,0.015
19280504,1928-05-04,1.18,-0.68,-0.23,0.015
19280507,1928-05-07,0.69,0.32,-0.23,0.015
19280508,1928-05-08,-0.56,-0.13,-0.3,0.015
19280509,1928-05-09,0.04,-0.29,0.63,0.015
19280510,1928-05-10,-0.17,0.4,-0.42,0.015
19280511,1928-05-11,0.77,0.58,-0.59,0.015
19280514,1928-05-14,0.49,0.57,0.08,0.015
19280515,1928-05-15,-0.04,0.81,-0.59,0.015
19280516,1928-05-16,-1.52,-0.18,-0.41,0.015
19280517,1928-05-17,0.47,-0.29,-0.66,0.015
19280518,1928-05-18,-0.72,0.13,1.2,0.015
19280521,1928-05-21,-1.16,0.6,-0.18,0.015
19280522,1928-05-22,-1.41,-0.49,-0.56,0.015
19280523,1928-05-23,1.72,-0.13,-0.24,0.015
19280524,1928-05-24,0.51,0.62,0.29,0.015
19280525,1928-05-25,0.2,0.32,-0.03,0.015
19280528,1928-05-28,-1.47,-0.47,-0.27,0.015
19280529,1928-05-29,0.88,-0.32,-0.1,0.015
19280531,1928-05-31,0.94,0.52,0.17,0.015
19280601,1928-06-01,0.31,-0.04,-0.34,0.012
19280602,1928-06-02,0.64,0.33,-0.07,0.012
19280604,1928-06-04,-1.85,0.04,-0.18,0.012
19280605,1928-06-05,0.21,0.34,-0.07,0.012
19280606,1928-06-06,-0.84,0.4,0.11,0.012
19280607,1928-06-07,-0.52,-0.77,-0.78,0.012
19280608,1928-06-08,-1.38,-0.19,-0.74,0.012
19280609,1928-06-09,-1.3,-0.24,-0.27,0.012
19280611,1928-06-11,-2.31,-1.14,-0.37,0.012
19280612,1928-06-12,-2.33,-3.27,0.15,0.012
19280613,1928-06-13,3.14,0.36,0.69,0.012
19280614,1928-06-14,0.95,1.52,0.93,0.012
19280615,1928-06-15,-1.24,-0.18,0.5,0.012
19280616,1928-06-16,-0.03,-0.58,-0.01,0.012
19280618,1928-06-18,-2.01,0.06,-0.16,0.012
19280619,1928-06-19,-0.62,-1.27,-0.16,0.012
19280620,1928-06-20,1.38,0.07,0.43,0.012
19280621,1928-06-21,0.15,0.51,0.48,0.012
19280622,1928-06-22,-0.03,0.15,0.43,0.012
19280623,1928-06-23,-0.65,0.14,-0.26,0.012
19280625,1928-06-25,0.09,-0.68,0.53,0.012
19280626,1928-06-26,1,-0.16,-0.02,0.012
19280627,1928-06-27,1.01,0.59,-0.23,0.012
19280628,1928-06-28,0.82,0.24,-0.25,0.012
19280629,1928-06-29,0.49,-0.11,0.33,0.012
19280630,1928-06-30,0.12,0.08,-0.28,0.012
19280702,1928-07-02,-1.2,-0.03,-0.3,0.013
19280703,1928-07-03,1.61,-0.29,0.13,0.013
19280705,1928-07-05,0.94,-0.02,0.05,0.013
19280706,1928-07-06,-0.32,0.21,0.31,0.013
19280707,1928-07-07,0.26,0.03,0.39,0.013
19280709,1928-07-09,0.01,0.07,-0.46,0.013
19280710,1928-07-10,-0.27,0.1,-0.74,0.013
19280711,1928-07-11,-2.33,0.15,-0.16,0.013
19280712,1928-07-12,-0.64,-0.64,0.67,0.013
19280713,1928-07-13,0.7,-0.13,-0.09,0.013
19280714,1928-07-14,-0.04,0.28,0.33,0.013
19280716,1928-07-16,-1.23,-0.13,-0.05,0.013
19280717,1928-07-17,0.45,-0.33,-0.47,0.013
19280718,1928-07-18,0.89,-0.12,-0.44,0.013
19280719,1928-07-19,-0.16,0.35,0.59,0.013
19280720,1928-07-20,0.11,-0.07,0.11,0.013
19280721,1928-07-21,-0.24,0.18,0.18,0.013
19280723,1928-07-23,0.62,-0.25,-0.36,0.013
19280724,1928-07-24,0.04,0.17,0.61,0.013
19280725,1928-07-25,0.43,-0.09,-0.34,0.013
19280726,1928-07-26,0.22,-0.14,0.29,0.013
19280727,1928-07-27,0.78,-0.35,-0.79,0.013
19280728,1928-07-28,0.25,-0.17,0.03,0.013
19280730,1928-07-30,-0.13,-0.11,0.07,0.013
19280731,1928-07-31,-0.11,-0.03,-0.11,0.013
19280801,1928-08-01,0.26,-0.07,0.01,0.012
19280802,1928-08-02,-0.45,0.11,-0.01,0.012
19280803,1928-08-03,0.22,-0.05,0.19,0.012
19280804,1928-08-04,0.22,0.15,0.2,0.012
19280806,1928-08-06,0.73,-0.25,-0.32,0.012
19280807,1928-08-07,-0.35,0.12,0.49,0.012
19280808,1928-08-08,-1.12,0.16,0.01,0.012
19280809,1928-08-09,0.12,-0.02,-0.3,0.012
19280810,1928-08-10,-0.2,0.05,-0.04,0.012
19280811,1928-08-11,0.12,0.08,-0.14,0.012
19280813,1928-08-13,-0.05,0.04,0.22,0.012
19280814,1928-08-14,-0.66,0.54,0.05,0.012
19280815,1928-08-15,1.38,-0.67,-0.3,0.012
19280816,1928-08-16,0.79,-0.21,0.22,0.012
19280817,1928-08-17,0.29,-0.32,-0.48,0.012
19280818,1928-08-18,0.28,0.02,0.51,0.012
19280820,1928-08-20,0.23,0.07,-0.07,0.012
19280821,1928-08-21,0.98,-0.4,-0.46,0.012
19280822,1928-08-22,0.14,0,-0.61,0.012
19280823,1928-08-23,0,0.03,0.03,0.012
19280824,1928-08-24,1.38,-0.36,-0.19,0.012
19280825,1928-08-25,0.28,-0.11,-0.06,0.012
19280827,1928-08-27,-0.29,0.13,-0.61,0.012
19280828,1928-08-28,0.58,-0.38,-0.25,0.012
19280829,1928-08-29,0.24,0.04,0.08,0.012
19280830,1928-08-30,0.27,0.03,0.09,0.012
19280831,1928-08-31,1.15,-0.67,-0.27,0.012
19280901,1928-09-01,0.25,0.15,0.07,0.011
19280904,1928-09-04,0.41,-0.03,-0.1,0.011
19280905,1928-09-05,0.41,0.01,-0.1,0.011
19280906,1928-09-06,-0.4,0.18,0.5,0.011
19280907,1928-09-07,0.65,0.35,-0.19,0.011
19280908,1928-09-08,-0.3,0.19,0.04,0.011
19280910,1928-09-10,-0.37,0.23,-0.02,0.011
19280911,1928-09-11,0.63,-0.18,0.21,0.011
19280912,1928-09-12,0.34,-0.05,0.18,0.011
19280913,1928-09-13,-0.1,0.06,-0.31,0.011
19280914,1928-09-14,0.13,0.15,0.42,0.011
19280915,1928-09-15,0.58,-0.28,0.71,0.011
19280917,1928-09-17,0.54,0.72,0.11,0.011
19280918,1928-09-18,-0.68,0.64,-0.71,0.011
19280919,1928-09-19,-0.07,0.16,0.45,0.011
19280920,1928-09-20,0.15,0.53,-0.11,0.011
19280921,1928-09-21,0.67,-0.46,0.18,0.011
19280922,1928-09-22,-0.24,0.2,0.69,0.011
19280924,1928-09-24,0.63,-0.42,-0.09,0.011
19280925,1928-09-25,-0.07,0.24,0.11,0.011
19280926,1928-09-26,-0.15,0.22,-0.55,0.011
19280927,1928-09-27,-1.22,-0.15,-0.02,0.011
19280928,1928-09-28,0.01,-0.11,-0.46,0.011
19280929,1928-09-29,1.03,-0.01,-0.19,0.011
19281001,1928-10-01,-0.11,0.83,-0.27,0.016
19281002,1928-10-02,-0.44,0.1,-0.05,0.016
19281003,1928-10-03,-0.28,0.56,0.15,0.016
19281004,1928-10-04,0.25,0.18,0.3,0.016
19281005,1928-10-05,-0.29,0.46,-0.06,0.016
19281006,1928-10-06,-0.05,0,0.2,0.016
19281008,1928-10-08,-0.33,-0.15,-0.27,0.016
19281009,1928-10-09,0.12,0.09,-1.05,0.016
19281010,1928-10-10,0.92,-0.04,-0.05,0.016
19281011,1928-10-11,0.31,0.5,-0.85,0.016
19281013,1928-10-13,0.55,0.41,-0.46,0.016
19281015,1928-10-15,0.38,-0.46,0.16,0.016
19281016,1928-10-16,0.3,-0.16,0.56,0.016
19281017,1928-10-17,0.3,0.8,0.22,0.016
19281018,1928-10-18,0.29,-0.29,-0.37,0.016
19281019,1928-10-19,0.45,-0.19,-0.56,0.016
19281020,1928-10-20,-0.44,0.25,-0.03,0.016
19281022,1928-10-22,-0.12,0.28,-0.6,0.016
19281023,1928-10-23,0.66,-0.09,0.39,0.016
19281024,1928-10-24,0.22,0.1,0.63,0.016
19281025,1928-10-25,-0.26,-0.06,0.24,0.016
19281026,1928-10-26,-1.14,-0.39,-0.06,0.016
19281027,1928-10-27,0.86,0.16,-0.06,0.016
19281029,1928-10-29,0.69,-0.07,0.6,0.016
19281030,1928-10-30,-1.05,-0.33,-0.17,0.016
19281031,1928-10-31,-0.49,-0.31,-0.57,0.016
19281101,1928-11-01,1.29,-0.21,-0.28,0.017
19281102,1928-11-02,-0.1,-0.21,0.31,0.017
19281103,1928-11-03,0.04,-0.03,-0.34,0.017
19281105,1928-11-05,1.13,-0.3,0.22,0.017
19281107,1928-11-07,1.19,0.02,0.85,0.017
19281108,1928-11-08,-0.25,0.01,-0.13,0.017
19281109,1928-11-09,0.72,-0.38,0.45,0.017
19281110,1928-11-10,0.78,0,0.47,0.017
19281112,1928-11-12,0.34,-0.46,0.01,0.017
19281113,1928-11-13,0.07,0.18,-0.17,0.017
19281114,1928-11-14,0.14,0.32,-0.3,0.017
19281115,1928-11-15,0.36,-0.01,-0.66,0.017
19281116,1928-11-16,1.77,-0.76,0.23,0.017
19281117,1928-11-17,0.1,-0.02,-0.09,0.017
19281119,1928-11-19,0.17,-0.56,1.02,0.017
19281120,1928-11-20,1.11,-0.63,0.97,0.017
19281121,1928-11-21,-1.51,0.47,-0.25,0.017
19281122,1928-11-22,1.39,-0.43,0.71,0.017
19281123,1928-11-23,0.26,0.43,-0.3,0.017
19281126,1928-11-26,0.46,0.07,0.69,0.017
19281127,1928-11-27,0.28,0.88,-0.19,0.017
19281128,1928-11-28,1.1,0.37,-0.34,0.017
19281130,1928-11-30,0.39,-0.4,-0.46,0.017
19281201,1928-12-01,-0.6,0.06,0.66,0.002
19281203,1928-12-03,-0.7,0.36,-0.42,0.002
19281204,1928-12-04,0.23,0.49,-0.43,0.002
19281205,1928-12-05,-0.7,0.82,-0.35,0.002
19281206,1928-12-06,-3.54,0.01,-1.35,0.002
19281207,1928-12-07,-2.35,-0.5,0.84,0.002
19281208,1928-12-08,-1.89,-0.62,0.01,0.002
19281210,1928-12-10,1.63,-1.31,0.7,0.002
19281211,1928-12-11,2.3,1.36,0.36,0.002
19281212,1928-12-12,-0.78,-0.19,0.21,0.002
19281213,1928-12-13,-0.34,0.44,0.18,0.002
19281214,1928-12-14,0.19,-0.04,-0.15,0.002
19281215,1928-12-15,-0.35,0.19,0.1,0.002
19281217,1928-12-17,-0.37,-0.31,-0.52,0.002
19281218,1928-12-18,1.07,-0.08,-0.16,0.002
19281219,1928-12-19,1.2,-0.38,0.34,0.002
19281220,1928-12-20,0.37,0,-0.19,0.002
19281221,1928-12-21,1.07,-0.31,-0.18,0.002
19281222,1928-12-22,0.12,0.3,-0.3,0.002
19281224,1928-12-24,0.87,0.18,-0.88,0.002
19281226,1928-12-26,-0.31,0.02,0.24,0.002
19281227,1928-12-27,0.66,-0.79,-0.01,0.002
19281228,1928-12-28,1.34,-0.52,0.17,0.002
19281229,1928-12-29,0.2,0.3,0.16,0.002
19281231,1928-12-31,1.36,-0.33,0.56,0.002
19290102,1929-01-02,1.48,0.45,-0.2,0.013
19290103,1929-01-03,0.1,0.11,-0.34,0.013
19290104,1929-01-04,-0.03,-0.43,0.64,0.013
19290105,1929-01-05,-0.88,0.43,-0.22,0.013
19290107,1929-01-07,-1.3,-0.37,0.25,0.013
19290108,1929-01-08,-0.23,0.21,0.22,0.013
19290109,1929-01-09,1.2,0.09,0.11,0.013
19290110,1929-01-10,0.27,0.3,-0.21,0.013
19290111,1929-01-11,-0.04,0.2,0.01,0.013
19290112,1929-01-12,-0.28,0.04,0.14,0.013
19290114,1929-01-14,0.25,0.17,0.29,0.013
19290115,1929-01-15,-0.98,-0.1,-0.08,0.013
19290116,1929-01-16,0.91,-0.16,0.39,0.013
19290117,1929-01-17,0.71,-0.35,0.05,0.013
19290118,1929-01-18,0.04,0.24,0.12,0.013
19290119,1929-01-19,0.19,-0.26,0.31,0.013
19290121,1929-01-21,0.16,-0.18,0,0.013
19290122,1929-01-22,0.59,-0.49,-0.25,0.013
19290123,1929-01-23,0.53,-0.76,-0.56,0.013
19290124,1929-01-24,-0.83,0.14,-0.66,0.013
19290125,1929-01-25,1.18,-0.62,-1.33,0.013
19290126,1929-01-26,0.34,-0.2,-0.06,0.013
19290128,1929-01-28,-0.27,0.13,0.02,0.013
19290129,1929-01-29,-0.27,-0.22,-0.3,0.013
19290130,1929-01-30,0.34,-0.74,-0.33,0.013
19290131,1929-01-31,1.36,-0.9,0.86,0.013
19290201,1929-02-01,0.56,-0.32,0.74,0.018
19290202,1929-02-02,0.01,0.31,0.74,0.018
19290204,1929-02-04,-0.44,0.69,0.11,0.018
19290205,1929-02-05,0.22,0.19,-0.22,0.018
19290206,1929-02-06,-0.82,-0.24,-0.69,0.018
19290207,1929-02-07,-2.97,-0.03,0.41,0.018
19290208,1929-02-08,-0.96,-0.57,0.64,0.018
19290211,1929-02-11,2.18,-0.81,0.71,0.018
19290213,1929-02-13,0.1,0.42,-0.93,0.018
19290214,1929-02-14,-0.63,-0.44,0.51,0.018
19290215,1929-02-15,-1.62,0.58,-0.58,0.018
19290216,1929-02-16,-1.4,-0.52,0.34,0.018
19290218,1929-02-18,1.12,-0.38,0.34,0.018
19290219,1929-02-19,0.2,0.95,-0.31,0.018
19290220,1929-02-20,0.84,0.32,-0.16,0.018
19290221,1929-02-21,0.73,-0.44,0.07,0.018
19290225,1929-02-25,0.28,0.49,-0.23,0.018
19290226,1929-02-26,0.36,0.17,-0.3,0.018
19290227,1929-02-27,1.06,-0.3,0.59,0.018
19290228,1929-02-28,1.01,-0.38,-0.15,0.018
19290301,1929-03-01,1.01,-0.09,0.38,0.014
19290302,1929-03-02,-0.27,-0.2,0.62,0.014
19290304,1929-03-04,-0.89,-0.03,0.38,0.014
19290305,1929-03-05,-0.68,-0.55,0.53,0.014
19290306,1929-03-06,-1.57,-0.43,-0.27,0.014
19290307,1929-03-07,0.76,-0.59,0.37,0.014
19290308,1929-03-08,0.58,0.02,0.03,0.014
19290309,1929-03-09,-0.01,0.39,-0.25,0.014
19290311,1929-03-11,-1.3,0.36,-0.27,0.014
19290312,1929-03-12,0.25,-0.45,0.07,0.014
19290313,1929-03-13,0.98,-0.29,0.18,0.014
19290314,1929-03-14,1.55,-0.17,-0.36,0.014
19290315,1929-03-15,1.07,-0.29,-0.04,0.014
19290316,1929-03-16,0.27,0.08,0.03,0.014
19290318,1929-03-18,-0.43,-0.02,0.1,0.014
19290319,1929-03-19,0.02,-0.57,0.57,0.014
19290320,1929-03-20,0.02,-0.49,0.55,0.014
19290321,1929-03-21,-0.43,0.27,-0.61,0.014
19290322,1929-03-22,-1.15,0.12,-0.75,0.014
19290323,1929-03-23,-0.98,0.09,-0.34,0.014
19290325,1929-03-25,-3.14,-0.67,-0.28,0.014
19290326,1929-03-26,-1.16,-2.66,0.04,0.014
19290327,1929-03-27,3.28,0.73,0.33,0.014
19290328,1929-03-28,1.63,0.62,0.55,0.014
19290401,1929-04-01,-2.26,-0.34,0.01,0.014
19290402,1929-04-02,1.19,0.22,0.36,0.014
19290403,1929-04-03,-1.08,0.4,0.07,0.014
19290404,1929-04-04,1.2,-0.45,0.19,0.014
19290405,1929-04-05,-0.75,0.74,-0.74,0.014
19290406,1929-04-06,0.12,-0.5,0.65,0.014
19290408,1929-04-08,-0.95,0.26,-0.65,0.014
19290409,1929-04-09,-0.87,-0.77,-0.37,0.014
19290410,1929-04-10,0.49,-0.21,0.07,0.014
19290411,1929-04-11,1.02,-0.44,0.54,0.014
19290412,1929-04-12,0.63,0.55,-0.59,0.014
19290413,1929-04-13,-0.02,0.21,0.21,0.014
19290415,1929-04-15,-0.58,0.67,-0.2,0.014
19290416,1929-04-16,0.05,-0.04,-0.25,0.014
19290417,1929-04-17,1.02,-0.45,0.1,0.014
19290418,1929-04-18,0.38,0.49,-0.81,0.014
19290419,1929-04-19,-0.03,0.08,-0.2,0.014
19290420,1929-04-20,0.19,-0.11,-0.41,0.014
19290422,1929-04-22,0.83,-0.36,0.06,0.014
19290423,1929-04-23,0.44,0.25,-0.12,0.014
19290424,1929-04-24,-0.24,0.03,0.36,0.014
19290425,1929-04-25,-0.6,0.07,0.2,0.014
19290426,1929-04-26,-0.08,-0.16,-0.37,0.014
19290427,1929-04-27,0.55,0.16,0.46,0.014
19290429,1929-04-29,-0.53,0.06,0.59,0.014
19290430,1929-04-30,1.65,-1.26,1.39,0.014
19290501,1929-05-01,0.11,0.28,-0.23,0.017
19290502,1929-05-02,0.14,0.03,-0.28,0.017
19290503,1929-05-03,0.75,-0.06,-0.61,0.017
19290504,1929-05-04,0.31,-0.43,0.15,0.017
19290506,1929-05-06,-0.52,-0.13,-0.3,0.017
19290507,1929-05-07,-0.68,0.1,-0.03,0.017
19290508,1929-05-08,0.1,-0.06,-0.06,0.017
19290509,1929-05-09,-0.55,-0.03,0.01,0.017
19290510,1929-05-10,1.18,-0.23,0.12,0.017
19290511,1929-05-11,-0.34,0.28,0.17,0.017
19290513,1929-05-13,-2.13,-0.39,-0.21,0.017
19290514,1929-05-14,0.89,-0.46,-0.66,0.017
19290515,1929-05-15,-0.32,0.04,0.07,0.017
19290516,1929-05-16,0.07,-0.43,-0.38,0.017
19290517,1929-05-17,0.51,0.17,-0.08,0.017
19290518,1929-05-18,-0.18,-0.1,-0.13,0.017
19290520,1929-05-20,-1.97,0.42,0.8,0.017
19290521,1929-05-21,0.05,-1.31,-0.36,0.017
19290522,1929-05-22,-3.17,1.02,-0.67,0.017
19290523,1929-05-23,1.54,-1.32,-0.19,0.017
19290524,1929-05-24,-0.47,0.63,-0.03,0.017
19290525,1929-05-25,-0.37,-0.51,-0.07,0.017
19290527,1929-05-27,-3.2,-0.65,-0.11,0.017
19290528,1929-05-28,1.12,-1.21,0.2,0.017
19290529,1929-05-29,0.1,-0.21,0.93,0.017
19290531,1929-05-31,0.57,-1.19,0.41,0.017
19290601,1929-06-01,0.61,0.28,0.08,0.021
19290603,1929-06-03,1.27,-0.12,0.63,0.021
19290604,1929-06-04,1.4,0.37,-0.78,0.021
19290605,1929-06-05,-0.31,0.28,-0.64,0.021
19290606,1929-06-06,0.27,-0.16,0.39,0.021
19290607,1929-06-07,-0.45,-0.02,-0.42,0.021
19290608,1929-06-08,-0.36,-0.15,0.94,0.021
19290610,1929-06-10,-0.54,0.14,0.32,0.021
19290611,1929-06-11,0.4,-0.2,-0.43,0.021
19290612,1929-06-12,0.03,0.25,-0.34,0.021
19290613,1929-06-13,1.24,-0.51,-0.03,0.021
19290614,1929-06-14,0.31,0.33,0.29,0.021
19290615,1929-06-15,0.29,-0.19,0.76,0.021
19290617,1929-06-17,1.22,-0.69,-0.58,0.021
19290618,1929-06-18,0.17,-0.04,0,0.021
19290619,1929-06-19,-0.65,0.39,-0.5,0.021
19290620,1929-06-20,0.43,-0.17,-0.33,0.021
19290621,1929-06-21,0.67,-0.4,0.44,0.021
19290622,1929-06-22,0.31,0.03,0.65,0.021
19290624,1929-06-24,-0.21,0.23,-0.72,0.021
19290625,1929-06-25,0.77,-0.4,-0.92,0.021
19290626,1929-06-26,0.56,-0.02,0.03,0.021
19290627,1929-06-27,0.04,-0.04,-0.51,0.021
19290628,1929-06-28,0.94,-0.93,-0.85,0.021
19290629,1929-06-29,0.86,-0.32,-0.09,0.021
19290701,1929-07-01,0.37,-0.24,0.31,0.013
19290702,1929-07-02,1.11,-0.94,0.24,0.013
19290703,1929-07-03,0.33,0.19,-0.38,0.013
19290705,1929-07-05,0.47,0.21,-0.44,0.013
19290706,1929-07-06,0.16,-0.13,-0.08,0.013
19290708,1929-07-08,0.04,0.61,1,0.013
19290709,1929-07-09,0.11,0.3,-0.03,0.013
19290710,1929-07-10,-0.3,0.02,-0.18,0.013
19290711,1929-07-11,0.25,-0.22,-0.37,0.013
19290712,1929-07-12,0.92,-0.79,0.26,0.013
19290713,1929-07-13,0.4,-0.49,1.16,0.013
19290715,1929-07-15,-0.46,-0.3,1,0.013
19290716,1929-07-16,0.48,-0.25,0.07,0.013
19290717,1929-07-17,0.27,0.05,-0.26,0.013
19290718,1929-07-18,-0.12,-0.11,-0.06,0.013
19290719,1929-07-19,0.33,-0.55,0.75,0.013
19290720,1929-07-20,0.15,-0.09,0.19,0.013
19290722,1929-07-22,-1.11,0.17,-0.29,0.013
19290723,1929-07-23,1.03,-0.82,0.21,0.013
19290724,1929-07-24,-0.49,-0.27,0.12,0.013
19290725,1929-07-25,0.51,-0.56,-0.72,0.013
19290726,1929-07-26,-0.4,0,0.1,0.013
19290727,1929-07-27,-0.44,0.44,-0.44,0.013
19290729,1929-07-29,-1.16,0.24,0.46,0.013
19290730,1929-07-30,0.89,-0.04,-0.02,0.013
19290731,1929-07-31,1.08,-0.22,0.03,0.013
19290801,1929-08-01,0.81,-0.65,-0.19,0.015
19290802,1929-08-02,0.93,-1.17,-0.04,0.015
19290803,1929-08-03,0.51,-0.52,-0.64,0.015
19290805,1929-08-05,-0.61,-0.48,0.78,0.015
19290806,1929-08-06,-0.47,0.21,0.03,0.015
19290807,1929-08-07,-1.02,0.14,0.37,0.015
19290808,1929-08-08,0.9,-0.74,0.07,0.015
19290809,1929-08-09,-3.61,0.27,0.38,0.015
19290810,1929-08-10,1.59,-0.78,0.49,0.015
19290812,1929-08-12,1.47,-0.24,0.21,0.015
19290813,1929-08-13,0.7,-0.58,-0.22,0.015
19290814,1929-08-14,0.14,-0.52,-0.1,0.015
19290815,1929-08-15,0.29,-0.05,0.17,0.015
19290816,1929-08-16,1.8,-0.39,-0.32,0.015
19290817,1929-08-17,0.25,0.15,0.87,0.015
19290819,1929-08-19,0.5,-0.7,-0.62,0.015
19290820,1929-08-20,0.3,-0.02,0.14,0.015
19290821,1929-08-21,-0.37,-0.01,-0.12,0.015
19290822,1929-08-22,0.85,-0.56,-0.52,0.015
19290823,1929-08-23,0.94,-1.22,-0.41,0.015
19290824,1929-08-24,0.22,-0.58,0.11,0.015
19290826,1929-08-26,-0.05,-0.18,0.3,0.015
19290827,1929-08-27,-0.08,0.02,-0.01,0.015
19290828,1929-08-28,-0.03,-0.15,0.22,0.015
19290829,1929-08-29,0.84,-0.14,0.15,0.015
19290830,1929-08-30,1.09,-0.53,-0.81,0.015
19290903,1929-09-03,0.36,-0.3,-0.48,0.015
19290904,1929-09-04,-0.53,0.11,-0.78,0.015
19290905,1929-09-05,-1.91,0.75,0.21,0.015
19290906,1929-09-06,2.06,-1.2,-0.24,0.015
19290907,1929-09-07,0.32,-0.24,0.2,0.015
19290909,1929-09-09,-0.59,0.09,-0.12,0.015
19290910,1929-09-10,-1.72,1.35,0.03,0.015
19290911,1929-09-11,1.19,-1.11,0.25,0.015
19290912,1929-09-12,-1,1.14,-0.01,0.015
19290913,1929-09-13,0.25,0.12,-0.22,0.015
19290914,1929-09-14,0.22,-0.03,0.06,0.015
19290916,1929-09-16,1.03,-0.47,-0.16,0.015
19290917,1929-09-17,-0.63,0.89,-0.27,0.015
19290918,1929-09-18,0.44,-0.95,0.5,0.015
19290919,1929-09-19,0.01,-0.02,-0.3,0.015
19290920,1929-09-20,-0.87,0.53,-0.09,0.015
19290921,1929-09-21,-0.08,0.2,-0.13,0.015
19290923,1929-09-23,-0.28,-0.18,0.12,0.015
19290924,1929-09-24,-1.53,0.51,0.2,0.015
19290925,1929-09-25,-0.16,-0.56,0.04,0.015
19290926,1929-09-26,0.95,0.08,-0.51,0.015
19290927,1929-09-27,-2.42,0.62,0.46,0.015
19290928,1929-09-28,0.3,-0.65,0.39,0.015
19290930,1929-09-30,-0.81,0.73,0.08,0.015
19291001,1929-10-01,-0.68,-0.5,-0.14,0.018
19291002,1929-10-02,0.75,-0.06,-0.15,0.018
19291003,1929-10-03,-3.67,1.28,0.91,0.018
19291004,1929-10-04,-1.21,-1.75,0.16,0.018
19291005,1929-10-05,3.89,-0.55,-1.09,0.018
19291007,1929-10-07,1.75,0.2,0.57,0.018
19291008,1929-10-08,-0.01,0.36,0.07,0.018
19291009,1929-10-09,-0.2,-0.26,0.27,0.018
19291010,1929-10-10,1.4,-0.6,-0.49,0.018
19291011,1929-10-11,-0.16,0.46,0.24,0.018
19291014,1929-10-14,-0.51,0.27,-0.35,0.018
19291015,1929-10-15,-0.68,0.3,0.22,0.018
19291016,1929-10-16,-3.06,1.1,0.88,0.018
19291017,1929-10-17,1.03,-1.67,0,0.018
19291018,1929-10-18,-2.32,1.3,1.11,0.018
