Datetime,Open,High,Low,Close,Adj Close,Volume
2023-01-03 09:30:00-05:00,65.99800109863281,66.87999725341797,64.01000213623047,64.45500183105469,64.45500183105469,14000117
2023-01-03 10:30:00-05:00,64.45500183105469,65.16000366210938,64.05999755859375,64.20800018310547,64.20800018310547,7041106
2023-01-03 11:30:00-05:00,64.20999908447266,64.33000183105469,63.880001068115234,64.09500122070312,64.09500122070312,4929079
2023-01-03 12:30:00-05:00,64.0999984741211,64.38500213623047,63.75,64.13500213623047,64.13500213623047,4397283
2023-01-03 13:30:00-05:00,64.13999938964844,64.26000213623047,63.79999923706055,63.869998931884766,63.869998931884766,3343466
2023-01-03 14:30:00-05:00,63.869998931884766,64.44000244140625,63.59000015258789,63.96500015258789,63.96500015258789,5533058
2023-01-03 15:30:00-05:00,63.96500015258789,64.19000244140625,63.86009979248047,64.0199966430664,64.0199966430664,4033449
2023-01-04 09:30:00-05:00,65.0,65.79000091552734,63.90999984741211,64.16500091552734,64.16500091552734,12405736
2023-01-04 10:30:00-05:00,64.16000366210938,64.75,63.310001373291016,64.67400360107422,64.67400360107422,7201957
2023-01-04 11:30:00-05:00,64.68000030517578,65.19999694824219,64.68000030517578,64.89009857177734,64.89009857177734,4603354
2023-01-04 12:30:00-05:00,64.8949966430664,65.08000183105469,64.45999908447266,64.72000122070312,64.72000122070312,3034091
2023-01-04 13:30:00-05:00,64.7249984741211,65.27999877929688,64.26000213623047,64.30999755859375,64.30999755859375,6916404
2023-01-04 14:30:00-05:00,64.31500244140625,65.20999908447266,64.24299621582031,64.62999725341797,64.62999725341797,5880441
2023-01-04 15:30:00-05:00,64.62000274658203,64.7300033569336,64.16000366210938,64.66999816894531,64.66999816894531,4295589
2023-01-05 09:30:00-05:00,64.1500015258789,64.3499984741211,62.849998474121094,63.323001861572266,63.323001861572266,12181946
2023-01-05 10:30:00-05:00,63.31999969482422,63.38999938964844,62.83000183105469,63.099998474121094,63.099998474121094,5729583
2023-01-05 11:30:00-05:00,63.099998474121094,63.724998474121094,63.04999923706055,63.506500244140625,63.506500244140625,5005023
2023-01-05 12:30:00-05:00,63.5,63.71500015258789,63.06999969482422,63.45000076293945,63.45000076293945,4210474
2023-01-05 13:30:00-05:00,63.459999084472656,63.68000030517578,63.119998931884766,63.125,63.125,3195559
2023-01-05 14:30:00-05:00,63.119998931884766,63.427101135253906,62.439998626708984,62.512001037597656,62.512001037597656,5665960
2023-01-05 15:30:00-05:00,62.5099983215332,62.66999816894531,62.29999923706055,62.34000015258789,62.34000015258789,5165564
2023-01-06 09:30:00-05:00,63.14500045776367,63.189998626708984,60.04999923706055,60.964500427246094,60.964500427246094,19865473
2023-01-06 10:30:00-05:00,60.96500015258789,62.03499984741211,60.93000030517578,61.62310028076172,61.62310028076172,10039962
2023-01-06 11:30:00-05:00,61.63999938964844,62.415000915527344,61.470001220703125,62.14500045776367,62.14500045776367,6090784
2023-01-06 12:30:00-05:00,62.150001525878906,63.084999084472656,62.0,63.060001373291016,63.060001373291016,6283546
2023-01-06 13:30:00-05:00,63.06340026855469,63.86000061035156,62.970001220703125,63.755001068115234,63.755001068115234,8320693
2023-01-06 14:30:00-05:00,63.755001068115234,64.29000091552734,63.599998474121094,64.05500030517578,64.05500030517578,7437548
2023-01-06 15:30:00-05:00,64.05500030517578,64.30000305175781,63.73830032348633,63.970001220703125,63.970001220703125,6927387
2023-01-09 09:30:00-05:00,66.22000122070312,68.7042007446289,65.66999816894531,68.62000274658203,68.62000274658203,21453872
2023-01-09 10:30:00-05:00,68.625,69.16999816894531,68.38999938964844,68.8102035522461,68.8102035522461,10212236
2023-01-09 11:30:00-05:00,68.81999969482422,68.93119812011719,68.27999877929688,68.76499938964844,68.76499938964844,6559175
2023-01-09 12:30:00-05:00,68.7750015258789,69.31999969482422,68.54000091552734,69.05729675292969,69.05729675292969,5472274
2023-01-09 13:30:00-05:00,69.06500244140625,69.07499694824219,67.97010040283203,68.75,68.75,8548980
2023-01-09 14:30:00-05:00,68.75499725341797,68.79499816894531,67.62000274658203,67.8499984741211,67.8499984741211,6621946
2023-01-09 15:30:00-05:00,67.8550033569336,67.91500091552734,66.93000030517578,67.2699966430664,67.2699966430664,6571815
2023-01-10 09:30:00-05:00,66.66999816894531,68.14610290527344,66.55999755859375,67.19049835205078,67.19049835205078,12412416
2023-01-10 10:30:00-05:00,67.19999694824219,67.7300033569336,66.56999969482422,67.51000213623047,67.51000213623047,7154246
2023-01-10 11:30:00-05:00,67.51000213623047,67.66999816894531,67.16999816894531,67.49500274658203,67.49500274658203,4196709
2023-01-10 12:30:00-05:00,67.50990295410156,67.81999969482422,67.36000061035156,67.56999969482422,67.56999969482422,3840871
2023-01-10 13:30:00-05:00,67.55999755859375,68.12000274658203,67.49500274658203,68.08999633789062,68.08999633789062,3347049
2023-01-10 14:30:00-05:00,68.08000183105469,68.1500015258789,67.6500015258789,67.87999725341797,67.87999725341797,4042303
2023-01-10 15:30:00-05:00,67.875,68.0999984741211,67.875,68.06500244140625,68.06500244140625,3680821
2023-01-11 09:30:00-05:00,68.38999938964844,68.56999969482422,67.40049743652344,68.14009857177734,68.14009857177734,12438291
2023-01-11 10:30:00-05:00,68.13999938964844,68.16999816894531,67.22010040283203,67.7300033569336,67.7300033569336,6532639
2023-01-11 11:30:00-05:00,67.73999786376953,68.5,67.62999725341797,68.27010345458984,68.27010345458984,6223066
2023-01-11 12:30:00-05:00,68.2750015258789,68.45999908447266,68.02999877929688,68.375,68.375,4175323
2023-01-11 13:30:00-05:00,68.37000274658203,68.4011001586914,68.06999969482422,68.16000366210938,68.16000366210938,2433862
2023-01-11 14:30:00-05:00,68.16000366210938,68.72000122070312,68.12999725341797,68.62999725341797,68.62999725341797,4409663
2023-01-11 15:30:00-05:00,68.63500213623047,69.12999725341797,68.48999786376953,69.08999633789062,69.08999633789062,4925360
2023-01-12 09:30:00-05:00,70.06999969482422,70.29000091552734,67.18000030517578,68.55999755859375,68.55999755859375,18248095
2023-01-12 10:30:00-05:00,68.55999755859375,69.08070373535156,68.16999816894531,69.0238037109375,69.0238037109375,9865513
2023-01-12 11:30:00-05:00,69.04000091552734,70.6500015258789,68.81999969482422,70.58999633789062,70.58999633789062,8808941
2023-01-12 12:30:00-05:00,70.58999633789062,71.6500015258789,70.27999877929688,70.94000244140625,70.94000244140625,11366445
2023-01-12 13:30:00-05:00,70.9489974975586,71.51000213623047,70.51000213623047,70.82499694824219,70.82499694824219,6853142
2023-01-12 14:30:00-05:00,70.81999969482422,71.08000183105469,70.43000030517578,70.76000213623047,70.76000213623047,6635185
